cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
user the holocaust happened alright it was during the holocaust when ole george soros sold his soul to lucifer,1,2,offensive_language,neither
hoes austin teach us austin i teach u how to get curved that's all i know,2,1,neither,offensive_language
dianne abacus abbott waffling on about racism not a word about her own mp talking about token black ghetto boys,1,2,offensive_language,neither
i like when they pretty and ghetto type of bitch that don t even say hello,2,1,neither,offensive_language
charlie not fukin around in austin every week somebody getting kicked off the team,1,2,offensive_language,neither
after white people are thoroughly minoritized in the us every white ghetto will have a robert e lee boulevard running through it,1,2,offensive_language,neither
muh based peanut butter dat da oneliest invention whites ain t steal from da black man actually blax ain t invent no peanut butter but it possible their number invention was slavery de jews invented da turrible turrible legacy of slabery,1,0,offensive_language,hate_speech
go ahead and mock me one day i'll sell enough of this make up to drive the pink mary kay cadillac and we'll see who's gay,1,2,offensive_language,neither
user user believe all women unless raped by a democrat then destroy the victim at all costs,0,2,hate_speech,neither
asians only if they squat stock version asians have flat flabby ass which is whiteharam,1,2,offensive_language,neither
not all of us my nig i'm light skin with a dark skin mentality lol we all black,1,0,offensive_language,hate_speech
did u call me a bitch i said you were acting like one so you just called me one nigga shut up bitch,0,1,hate_speech,offensive_language
precisely and these nuances appear in all groups no sufi muslim will ever become a suicide bomber the most radical become whirling dervishes,1,0,offensive_language,hate_speech
white guilt is essentially the religion of western civilization with the holocaust narrative being the pivotal event that fuels that particular belief system and more and more people are discovering that there is no god,2,0,neither,hate_speech
hey people bird watching you do realize there s like hundreds literally hundreds of free pictures of boobs on the internet right,1,2,offensive_language,neither
someone tell his dreads are part of the uniform i'd pull your hair too why are you trash talking cut your doodoo braids,2,1,neither,offensive_language
i love that the regressiveleft has not learned a damn thing from the election they all keep doubling down on their retarded rhetoric and insistence on labeling everything racist sexist homophobic blah blah etc i hope they continue to be this arrogant and obtuse maga presidenttrump,1,0,offensive_language,hate_speech
stuffed her like an oreo,1,2,offensive_language,neither
do jews hate muslims or do they use them is it different with your cult,1,0,offensive_language,hate_speech
is ur girlfriend acting funny you are suspecting there a nigger on the side talk to degea because de gea saves,2,0,neither,hate_speech
charlie sheen is a fucking boss,1,2,offensive_language,neither
user i do not understand how so large a part of the human race got so retarded so fast it truly boggles the mind,1,2,offensive_language,neither
user even their fellow asians hate them,1,2,offensive_language,neither
before number number they were hanging out in strip clubs and drinking i guess it the muzzie version of a bachelor party,0,2,hate_speech,neither
user user if i am a faggot why would i be white knighting for a girl you need to fire your continuity department,1,2,offensive_language,neither
no liberal congratulated hindu refugees post cab because they hate hindus,1,2,offensive_language,neither
reagan did a lot of good but i hate to say it his number amnesty of the first massive illegal beaner wave nullified all the good he did sure he may have spared the us a nuclear holocaust but he cursed it with a demographic hispanocaust,0,2,hate_speech,neither
obama to cubans you can not stay sorry cubans but what about the illegal immigrants from mexico obama they get to stay they vote democrat result obama just guaranteed trump will win florida in number gab gabfam speakfreely maga cuba,1,2,offensive_language,neither
hello new followers i am anime loving nigger who is too poor to afford a laptop resulting in being a mw3 theater player for darth,1,0,offensive_language,hate_speech
user he a fucking faggy kike oh yeah bill mitchell got it as well he turned on the alt right yesterday as well saying white genocide and jq were conspiracy theories,1,0,offensive_language,hate_speech
this quarterback is shitting his pants who is this nigger du kvs vt,2,0,neither,hate_speech
the communist leadership must also remove themselves to their choice of a communist or muslim run country they so blatantly love,2,0,neither,hate_speech
